id;direccion;latitud;longitud;nombre
1786; ; ;;Estiva - BR
1787; ; ;;Guaracai - BR
1788; ; ;;Martin\xc3\xb3polis - BR
1789; ; ;;Nereu Ramos - BR
1790; ; ;;Parapua - BR
1791; ; ;;Sao Joao do Para\xc3\xadso - BR
1792; ; ;;Simonesia - BR
1793; ; ;;Uaua - BR
1794; ; ;;Aracatuba - BR
1795; ; ;;Carapina - BR
1796; ; ;;Faxinal - BR
1797; ; ;;Graca - BR
1798; ; ;;JAGUARARI - BR
1799; ; ;;Santa B\xc3\xa1rbara D Oeste - BR
1800; ; ;;Sume - BR
1801; ; ;;Treze T\xc3\xadlias - BR
1802; ; ;;Alvorada do Norte - BR
1803; ; ;;Apodi - BR
1804; ; ;;BARREIRA - BR
1805; ; ;;Campinacu - BR
1806; ; ;;Congonhas - BR
1807; ; ;;Jurema - BR
1808; ; ;;Novo Oriente - BR
1809; ; ;;Paiai\xc3\xa1 - BR
1810; ; ;;Rio Bonito - BR
1812; ; ;;Campo Limpo - BR
1813; ; ;;Echapora - BR
1814; ; ;;Franca - BR
1815; ; ;;INUBIA PAULISTA - BR
1816; ; ;;Itaquara - BR
1817; ; ;;Mato Castelhano - BR
1818; ; ;;Rio Grande - BR
1819; ; ;;Senador S\xc3\xa1 - BR
1820; ; ;;Teodoro Sampaio - BR
1821; ; ;;Agua Parada - BR
1822; ; ;;Alto Forcacao - BR
1823; ; ;;Boa Ventura - BR
1824; ; ;;Cachoeira Paulista - BR
1825; ; ;;Croat\xc3\xa1 - BR
1826; ; ;;Jaragu\xc3\xa1 do Sul - BR
1827; ; ;;Navegantes - BR
1828; ; ;;Nova Santa Rosa - BR
1829; ; ;;Planalto - BR
1830; ; ;;Queimada - BR
1831; ; ;;Sao Ludgero - BR
1832; ; ;;Barra da Tijuca - BR
1833; ; ;;Eun\xc3\xa1polis - BR
1834; ; ;;Itagimirim - BR
1835; ; ;;Itaim - BR
1836; ; ;;Monjolinho - BR
1837; ; ;;Penha - BR
1838; ; ;;Perd\xc3\xb5es - BR
1839; ; ;;Agrestina - BR
1840; ; ;;Braco do Trombudo - BR
1841; ; ;;Bras\xc3\xadlia de Minas - BR
1842; ; ;;Iati - BR
1843; ; ;;Ibicu\xc3\xad - BR
1844; ; ;;Porto Murtinho - BR
1845; ; ;;Posse - BR
1846; ; ;;SATUBA - BR
1847; ; ;;Valao do Barro - BR
1848; ; ;;Valparaiso - BR
1849; ; ;;Astorga - BR
1850; ; ;;Campo do Meio - BR
1851; ; ;;DOURADO - BR
1852; ; ;;Furnas - BR
1853; ; ;;Itaruma - BR
1854; ; ;;Maurilandia - BR
1855; ; ;;PASSABEM - BR
1856; ; ;;Santana do Paraiso - BR
1857; ; ;;Teutonia - BR
1858; ; ;;\xc3\x81gua Boa - BR
1859; ; ;;Boa Esperanca - BR
1860; ; ;;Cruz Vera - BR
1861; ; ;;Guaimbe - BR
1862; ; ;;Linha Vit\xc3\xb3ria - BR
1863; ; ;;Nao-Me-Toque - BR
1864; ; ;;Quirin\xc3\xb3polis - BR
1865; ; ;;Sao Mamede - BR
1866; ; ;;Virgolandia - BR
1867; ; ;;Alegre - BR
1868; ; ;;Colonia do Gurgu\xc3\xa9ia - BR
1869; ; ;;Jacunda - BR
1870; ; ;;Maracaju - BR
1871; ; ;;Paraibano - BR
1872; ; ;;Pen\xc3\xa1polis - BR
1873; ; ;;Redencao - BR
1874; ; ;;Sao Sebastiao da Bela Vista - BR
1875; ; ;;Sooretama - BR
1876; ; ;;V\xc3\xa1rzea Grande - BR
1877; ; ;;Campan\xc3\xa1rio - BR
1878; ; ;;Corb\xc3\xa9lia - BR
1879; ; ;;Cruzeiro do Oeste - BR
1880; ; ;;Imba\xc3\xba - BR
1881; ; ;;Itabira - BR
1882; ; ;;Jardim Olinda - BR
1883; ; ;;Travessao - BR
1884; ; ;;Juti - BR
1885; ; ;;Nova Uniao - BR
1886; ; ;;Palmares - BR
1887; ; ;;Piedade - BR
1888; ; ;;Pombos - BR
1889; ; ;;Tapejara - BR
1890; ; ;;Assa\xc3\xad - BR
1891; ; ;;Campo Novo do Parecis - BR
1892; ; ;;Coxim - BR
1893; ; ;;FRANCISCOPOLIS - BR
1894; ; ;;Guaraniacu - BR
1895; ; ;;Medicilandia - BR
1896; ; ;;ORINDIUVA - BR
1897; ; ;;Pira\xc3\xbaba - BR
1898; ; ;;Xapetuba - BR
1899; ; ;;Apucarana - BR
1900; ; ;;Baia Alta - BR
1901; ; ;;Batalha - BR
1902; ; ;;Gilbu\xc3\xa9s - BR
1903; ; ;;Mambore - BR
1904; ; ;;Marip\xc3\xa1 - BR
1905; ; ;;Rubelita - BR
1906; ; ;;Sao Joao de Meriti - BR
1907; ; ;;VIla Pavao - BR
1908; ; ;;Barca - BR
1909; ; ;;Caibi - BR
1910; ; ;;Cajueiro da Praia - BR
1911; ; ;;Ibiruba - BR
1912; ; ;;Portelandia - BR
1913; ; ;;Sao Caitano - BR
1914; ; ;;Trinta-R\xc3\xa9is - BR
1915; ; ;;Cacador - BR
1916; ; ;;Cachoeira - BR
1918; ; ;;Ituiutaba - BR
1919; ; ;;Parauapebas - BR
1920; ; ;;Poxim - BR
1921; ; ;;Ubaira - BR
1922; ; ;;Bento Goncalves - BR
1923; ; ;;Breves - BR
1924; ; ;;Castro - BR
1925; ; ;;Ipaussu - BR
1926; ; ;;Jos\xc3\xa9 Bonif\xc3\xa1cio - BR
1927; ; ;;LUISLANDIA - BR
1928; ; ;;Pirangi - BR
1929; ; ;;Rio Verde - BR
1930; ; ;;Volta Redonda - BR
1931; ; ;;Barrento - BR
1932; ; ;;Boca do Mato - BR
1933; ; ;;Lauro Muller - BR
1934; ; ;;Quatigu\xc3\xa1 - BR
1935; ; ;;Rin\xc3\xb3polis - BR
1936; ; ;;Salgueiro - BR
1937; ; ;;Vila Assis - BR
1938; ; ;;Alagoinha - BR
1939; ; ;;Alfredo Wagner - BR
1940; ; ;;Bom Jardim - BR
1941; ; ;;Bom Sucesso - BR
1942; ; ;;Conceicao - BR
1943; ; ;;Paracuru - BR
1944; ; ;;Rem\xc3\xadgio - BR
1945; ; ;;Sao Pedro da Aldeia - BR
1946; ; ;;Venancio Aires - BR
1947; ; ;;Cambira - BR
1948; ; ;;Caninde De Sao Francisco - BR
1949; ; ;;Iguaracu - BR
1950; ; ;;Itabaiana - BR
1951; ; ;;Jequi\xc3\xa9 - BR
1952; ; ;;Pindar\xc3\xa9 Mirim - BR
1953; ; ;;TAQUARANA - BR
1954; ; ;;Tomazina - BR
1955; ; ;;Abaet\xc3\xa9 - BR
1956; ; ;;Anaurilandia - BR
1957; ; ;;Belmonte - BR
1958; ; ;;Bueno Brandao - BR
1959; ; ;;Ipoema - BR
1960; ; ;;Joao Ramalho - BR
1961; ; ;;Mulungu do Morro - BR
1962; ; ;;Prat\xc3\xa1polis - BR
1963; ; ;;Primavera - BR
1964; ; ;;Sao Joaquim da Barra - BR
1965; ; ;;Sao Jos\xc3\xa9 do Egito - BR
1966; ; ;;Serra Preta - BR
1967; ; ;;Diamantina - BR
1968; ; ;;Espigao D Oeste - BR
1969; ; ;;Fior\xc3\xb3polis - BR
1970; ; ;;Mineiros - BR
1971; ; ;;Morro Azul - BR
1972; ; ;;RIBEIRAO GRANDE - BR
1973; ; ;;Camacan - BR
1974; ; ;;Demerval Lobao - BR
1975; ; ;;Icara - BR
1976; ; ;;Igaracu do Tiete - BR
1977; ; ;;Lajeadinho - BR
1978; ; ;;Lambari - BR
1979; ; ;;Nossa Senhora das Dores - BR
1980; ; ;;Nova Canaa - BR
1981; ; ;;Pont\xc3\xb5es - BR
1982; ; ;;Caruaru - BR
1983; ; ;;Itaobim - BR
1985; ; ;;I\xc3\xbana - BR
1986; ; ;;Paramirim - BR
1987; ; ;;Paus - BR
1988; ; ;;Pedra Branca - BR
1989; ; ;;Serrote do Boi - BR
1990; ; ;;Andrelandia - BR
1991; ; ;;Buriti dos Lopes - BR
1992; ; ;;CORURIPE - BR
1993; ; ;;Guaratinguet\xc3\xa1 - BR
1994; ; ;;Macuco - BR
1995; ; ;;Osasco - BR
1996; ; ;;Presidente Epit\xc3\xa1cio - BR
1997; ; ;;Sao Jos\xc3\xa9 de Piranhas - BR
1998; ; ;;Ara\xc3\xbajos - BR
1999; ; ;;Baleia - BR
2000; ; ;;Erv\xc3\xa1lia - BR
2001; ; ;;Floresta - BR
2002; ; ;;MARILANDIA - BR
2003; ; ;;Miranda - BR
2004; ; ;;Rondon - BR
2005; ; ;;Santa Quint\xc3\xa9ria de Maranhao - BR
2006; ; ;;Areia Branca - BR
2007; ; ;;Barra Mansa - BR
2008; ; ;;Carolina - BR
2009; ; ;;Conceicao dos Ouros - BR
2010; ; ;;Guanambi - BR
2011; ; ;;Igreja Nova - BR
2012; ; ;;Lenc\xc3\xb3is - BR
2013; ; ;;Marcolandia - BR
2014; ; ;;PARANAIGUARA - BR
2015; ; ;;Santa Luzia do Norte - BR
2016; ; ;;Turmalina - BR
2017; ; ;;Aragua\xc3\xadna - BR
2018; ; ;;Bela Cruz - BR
2019; ; ;;Cara\xc3\xadba - BR
2020; ; ;;CORREGO DANTA - BR
2021; ; ;;GONZAGA - BR
2022; ; ;;Indiara - BR
2023; ; ;;Tres Pinheiros - BR
2024; ; ;;Laguna - BR
2025; ; ;;Mata Redonda - BR
2026; ; ;;Pancas - BR
2027; ; ;;Piquete - BR
2028; ; ;;Sananduva - BR
2029; ; ;;Sao Joao do Sobrado - BR
2030; ; ;;Santo In\xc3\xa1cio - BR
2031; ; ;;Vanini - BR
2032; ; ;;Bandeirantes - BR
2033; ; ;;Guaruj\xc3\xa1 do Sul - BR
2034; ; ;;Macajuba - BR
2035; ; ;;Patos - BR
2036; ; ;;Santana do Capivari - BR
2037; ; ;;Uniao da Vit\xc3\xb3ria - BR
2038; ; ;;Almenara - BR
2039; ; ;;Alterosa - BR
2040; ; ;;Divino - BR
2041; ; ;;Fernandes Pinheiro - BR
2042; ; ;;Monteiro - BR
2043; ; ;;Moreira Sales - BR
2044; ; ;;Nova Lima - BR
2045; ; ;;Sao Vicente de Paula - BR
2046; ; ;;Sapucaia - BR
2047; ; ;;Taguatinga - BR
2048; ; ;;Abre Campo - BR
2049; ; ;;Airi - BR
2050; ; ;;Ecoporanga - BR
2051; ; ;;ESTRELA DE ALAGOAS - BR
2052; ; ;;Munda\xc3\xba - BR
2053; ; ;;Niter\xc3\xb3i - BR
2055; ; ;;Senges - BR
2056; ; ;;Serra Alta - BR
2057; ; ;;Aparecida do Rio Doce - BR
2058; ; ;;Cristianopolis - BR
2059; ; ;;Garopaba - BR
2060; ; ;;Milha - BR
2061; ; ;;Pacaja - BR
2062; ; ;;Sao Jose dos Pinhais - BR
2063; ; ;;Timon - BR
2064; ; ;;Amp\xc3\xa9re - BR
2065; ; ;;Curitiba - BR
2066; ; ;;Fortaleza - BR
2068; ; ;;Moenda - BR
2069; ; ;;Olho-D \xc3\x81gua do Borges - BR
2070; ; ;;Sao Miguel do Iguacu - BR
2071; ; ;;Teixeira Soares - BR
2072; ; ;;Barreiras - BR
2073; ; ;;Conselheiro Josino - BR
2074; ; ;;Guaira - BR
2075; ; ;;Lav\xc3\xadnia - BR
2076; ; ;;Piacu - BR
2077; ; ;;Sao Goncalo - BR
2078; ; ;;Tupa - BR
2079; ; ;;Arace - BR
2080; ; ;;Capinzal - BR
2081; ; ;;Iomere - BR
2082; ; ;;Matos Costas - BR
2083; ; ;;Palmeiras - BR
2084; ; ;;Salobrinho - BR
2085; ; ;;Santa B\xc3\xa1rbara do Tug\xc3\xbario - BR
2086; ; ;;Trindade - BR
2087; ; ;;Volta Grande - BR
2088; ; ;;Acu - BR
2089; ; ;;Bicas - BR
2090; ; ;;Boa Ventura - BR
2091; ; ;;CRUCILANDIA - BR
2092; ; ;;Galvao - BR
2093; ; ;;Juc\xc3\xa1s - BR
2094; ; ;;Jurumirim - BR
2095; ; ;;Navirai - BR
2096; ; ;;Paicandu - BR
2097; ; ;;Planalto - BR
2098; ; ;;Queimadinha - BR
2099; ; ;;Sao Lu\xc3\xads - BR
2100; ; ;;Amapora - BR
2101; ; ;;Campinho - BR
2102; ; ;;Campo Maior - BR
2103; ; ;;Cruzinha - BR
2104; ; ;;Francisco Beltrao - BR
2105; ; ;;ITACARAMBI - BR
2106; ; ;;Itai\xc3\xb3 - BR
2107; ; ;;Moju - BR
2108; ; ;;Rio Manso - BR
2109; ; ;;Surubim - BR
2110; ; ;;Te\xc3\xb3filo Otoni - BR
2111; ; ;;Alto Garcas - BR
2112; ; ;;Braganca Paulista - BR
2113; ; ;;Jangada do Sul - BR
2114; ; ;;Monte Azul - BR
2115; ; ;;Nova Serrana - BR
2116; ; ;;Porto Seguro - BR
2117; ; ;;Pote - BR
2118; ; ;;Vila Sape - BR
2119; ; ;;Caetano Mendes - BR
2120; ; ;;Dourados - BR
2121; ; ;;Extracao - BR
2122; ; ;;Itaqui - BR
2123; ; ;;Penha do Norte - BR
2124; ; ;;Sede Alvorada - BR
2125; ; ;;Solonopole - BR
2126; ; ;;Agua Azul do Norte - BR
2127; ; ;;\xc3\x81gua Branca - BR
2128; ; ;;Boa Esperanca - BR
2129; ; ;;Ceasa - BR
2130; ; ;;Ibaiti - BR
2131; ; ;;JUNQUEIRO - BR
2132; ; ;;NACIP RAYDAN - BR
2133; ; ;;Narani\xc3\xba - BR
2134; ; ;;Piumhi - BR
2135; ; ;;Sao Manuel - BR
2136; ; ;;Vale do Anari - BR
2137; ; ;;Atalaia - BR
2138; ; ;;Campo do Meio - BR
2139; ; ;;Douradina - BR
2140; ; ;;Farinha - BR
2141; ; ;;Itagua\xc3\xad - BR
2142; ; ;;Mar do Norte - BR
2143; ; ;;Passo Fundo - BR
2144; ; ;;Rio do Oeste - BR
2145; ; ;;Seabra - BR
2146; ; ;;Sorocaba - BR
2147; ; ;;Araras - BR
2148; ; ;;Campanha - BR
2149; ; ;;Cordislandia - BR
2150; ; ;;Descanso - BR
2151; ; ;;Imbituba - BR
2152; ; ;;Jaru - BR
2153; ; ;;Laranja Azeda - BR
2154; ; ;;Nova Ven\xc3\xa9cia - BR
2155; ; ;;Piedade dos Gerais - BR
2156; ; ;;Tapera - BR
2157; ; ;;Aracaju - BR
2158; ; ;;Bocai\xc3\xbava - BR
2159; ; ;;Ipezal - BR
2160; ; ;;Oriximin\xc3\xa1 - BR
2161; ; ;;Sao Jos\xc3\xa9 de Ribamar - BR
2162; ; ;;Bairro de Gaspar Lopes - BR
2163; ; ;;Cerejeiras - BR
2164; ; ;;Horizontina - BR
2165; ; ;;Mamonas - BR
2166; ; ;;Paulinia - BR
2167; ; ;;Rumo - BR
2168; ; ;;Santo Antonio de Lisboa - BR
2169; ; ;;Uvaia - BR
2170; ; ;;Casimiro de Abreu - BR
2171; ; ;;Colorado - BR
2172; ; ;;Lontra - BR
2173; ; ;;MARAGOGI - BR
2174; ; ;;Parnamirim - BR
2175; ; ;;Pendanga - BR
2176; ; ;;V\xc3\xa1rzea Nova - BR
2177; ; ;;Xaxim - BR
2178; ; ;;BARRETO - BR
2179; ; ;;Borborema - BR
2180; ; ;;Caridade - BR
2181; ; ;;Itamb\xc3\xa9 - BR
2182; ; ;;Mariz\xc3\xb3polis - BR
2183; ; ;;Ribeirao Pires - BR
2184; ; ;;Rio Azul - BR
2185; ; ;;Sao Joao del Rei - BR
2186; ; ;;Vila da Serra - BR
2187; ; ;;Armacao dos Buzios - BR
2189; ; ;;Bariri - BR
2190; ; ;;Brejetuba - BR
2191; ; ;;Brilhante - BR
2192; ; ;;CAICARA - BR
2193; ; ;;Cajuru - BR
2194; ; ;;Guaragi - BR
2195; ; ;;Ibitiara - BR
2196; ; ;;Santa Rosa de Viterbo - BR
2197; ; ;;Sao Carlos - BR
2198; ; ;;Bacaxa - BR
2199; ; ;;Cacapava - BR
2200; ; ;;Chavantes - BR
2201; ; ;;Itabata - BR
2202; ; ;;Itinga do Maranhao - BR
2203; ; ;;Poco de Caldas - BR
2204; ; ;;Quatro Barras - BR
2205; ; ;;Capelinha - BR
2206; ; ;;Cataguases - BR
2207; ; ;;Itapoa - BR
2208; ; ;;Jacupemba - BR
2209; ; ;;Lageado - BR
2210; ; ;;Lupionopolis - BR
2211; ; ;;Pedro Gomes - BR
2212; ; ;;Pirapora - BR
2213; ; ;;Pracinha - BR
2214; ; ;;Regeneracao - BR
2215; ; ;;Varjota - BR
2216; ; ;;Wanderlandia - BR
2217; ; ;;Arax\xc3\xa1 - BR
2218; ; ;;Camboriu - BR
2219; ; ;;Dian\xc3\xb3polis - BR
2220; ; ;;Iguatu - BR
2221; ; ;;Santa Isabel - BR
2222; ; ;;Tangara - BR
2223; ; ;;Belo Horizonte - BR
2226; ; ;;Bom Jardim da Serra - BR
2227; ; ;;Goiania - BR
2228; ; ;;Moeda - BR
2229; ; ;;Olindina - BR
2230; ; ;;Paragominas - BR
2231; ; ;;Sao Jorge Do Patrocinio - BR
2232; ; ;;Sao Pedro da Cipa - BR
2233; ; ;;Buritis - BR
2234; ; ;;Cana-brava - BR
2235; ; ;;Craveiro - BR
2236; ; ;;Enseada - BR
2237; ; ;;Esp\xc3\xadrito Santo do Dourado - BR
2238; ; ;;Itumbiara - BR
2239; ; ;;MIRABELA - BR
2240; ; ;;Ouricuri - BR
2241; ; ;;Promissao - BR
2242; ; ;;Sertania - BR
2243; ; ;;Toritama - BR
2244; ; ;;Abarrancamento - BR
2245; ; ;;Alagoinhas - BR
2246; ; ;;Anchieta - BR
2247; ; ;;Cururupu - BR
2248; ; ;;Jacare\xc3\xad - BR
2249; ; ;;JOAQUIM FELICIO - BR
2250; ; ;;Porangaba - BR
2251; ; ;;Pre\xc3\xa1 - BR
2252; ; ;;Reriutaba - BR
2253; ; ;;Firminopolis - BR
2254; ; ;;Itapaci - BR
2255; ; ;;Mari - BR
2256; ; ;;Mar\xc3\xadlia - BR
2257; ; ;;Paraiso Do Norte - BR
2258; ; ;;Paranacity - BR
2259; ; ;;Riachao das Neves - BR
2260; ; ;;Sao Sebastiao do Para\xc3\xadso - BR
2261; ; ;;BUENOPOLIS - BR
2262; ; ;;Guarapary - BR
2263; ; ;;Guaratuba - BR
2264; ; ;;Icara - BR
2265; ; ;;Mucuri - BR
2266; ; ;;Nossa Senhora das Gracas - BR
2267; ; ;;Nova Crixas - BR
2268; ; ;;Sao Bernardo - BR
2269; ; ;;Anguera - BR
2270; ; ;;Candido Mota - BR
2271; ; ;;Escada - BR
2272; ; ;;Ipor\xc3\xa1 - BR
2273; ; ;;Maiquinique - BR
2274; ; ;;Paz de Salobro - BR
2275; ; ;;Rondon do Para - BR
2276; ; ;;Serran\xc3\xb3polis - BR
2277; ; ;;Alegrete - BR
2278; ; ;;Colatina - BR
2279; ; ;;Cosm\xc3\xb3polis - BR
2280; ; ;;JOANESIA - BR
2281; ; ;;Lajeado - BR
2282; ; ;;Ponte Nova - BR
2283; ; ;;Presidente M\xc3\xa9dici - BR
2284; ; ;;Umarizeira - BR
2285; ; ;;Venda Nova - BR
2286; ; ;;Alpin\xc3\xb3polis - BR
2287; ; ;;Brasileira - BR
2288; ; ;;Camanducaia - BR
2289; ; ;;DIVINOPOLIS DO TOCANTINS - BR
2290; ; ;;Feira de Santana - BR
2291; ; ;;Itapecuru Mirim - BR
2292; ; ;;Jaicos - BR
2293; ; ;;Montinho - BR
2294; ; ;;Porto Velho - BR
2295; ; ;;Sapeacu - BR
2296; ; ;;Americana - BR
2297; ; ;;Bom Jesus do Itabapoana - BR
2298; ; ;;Campo Belo - BR
2299; ; ;;Currais Novos - BR
2300; ; ;;Formosa do Rio Preto - BR
2301; ; ;;Itai\xc3\xa1 - BR
2302; ; ;;Jesuania - BR
2303; ; ;;Mogi Guacu - BR
2304; ; ;;Olho D Agua - BR
2305; ; ;;Ponto Belo - BR
2306; ; ;;Rio das Ostras - BR
2307; ; ;;Sao Nicolau - BR
2308; ; ;;Antonio Joao - BR
2309; ; ;;Boa Sorte - BR
2310; ; ;;Canarana - BR
2311; ; ;;Crist\xc3\xb3polis - BR
2312; ; ;;Gameleira - BR
2313; ; ;;Iraucuba - BR
2314; ; ;;Timbiras - BR
2315; ; ;;Julio De Castilhos - BR
2316; ; ;;Minas Novas - BR
2317; ; ;;Ouro Preto - BR
2318; ; ;;Planaltina - BR
2319; ; ;;Rolandia - BR
2320; ; ;;Sao Lourenco - BR
2321; ; ;;Aracua\xc3\xad - BR
2322; ; ;;Bela Vista do Para\xc3\xadso - BR
2323; ; ;;Capit\xc3\xb3lio - BR
2324; ; ;;Corrego Novo - BR
2325; ; ;;Goiatuba - BR
2326; ; ;;Inhambupe - BR
2327; ; ;;Tres Marias - BR
2328; ; ;;Vit\xc3\xb3ria do Mearim - BR
2329; ; ;;Lagoa Santa - BR
2330; ; ;;Matilde - BR
2331; ; ;;Palmitos - BR
2332; ; ;;Piracicaba - BR
2333; ; ;;Salto do Lontra - BR
2334; ; ;;Sao Joao Nepomuceno - BR
2335; ; ;;Barra Verde - BR
2336; ; ;;Carmo do Rio Claro - BR
2337; ; ;;Iguape - BR
2338; ; ;;LEANDRO FERREIRA - BR
2339; ; ;;Paranava\xc3\xad - BR
2340; ; ;;Peru\xc3\xadbe - BR
2341; ; ;;Santa Luzia - BR
2342; ; ;;Turvolandia - BR
2343; ; ;;Vicentina - BR
2344; ; ;;Barao de Cocais - BR
2345; ; ;;Catanduvas - BR
2346; ; ;;IBIRACATU - BR
2347; ; ;;Luzilandia - BR
2348; ; ;;Santa Terezinha de Itaipu - BR
2349; ; ;;Uracania - BR
2350; ; ;;Apiai - BR
2351; ; ;;B. Vista - BR
2352; ; ;;Crissiumal - BR
2353; ; ;;Gaviao - BR
2354; ; ;;Mangabeira - BR
2355; ; ;;MIGUEL CALMON - BR
2356; ; ;;Pacuj\xc3\xa1 - BR
2357; ; ;;Santo Augusto - BR
2358; ; ;;SIMAO PEREIRA - BR
2359; ; ;;Toledo - BR
2360; ; ;;\xc3\x81guas de Lind\xc3\xb3ia - BR
2361; ; ;;Coronel Fabriciano - BR
2362; ; ;;Governador Nunes Freire - BR
2363; ; ;;Munhoz - BR
2364; ; ;;Pao de Ac\xc3\xbacar - BR
2365; ; ;;Sao Domingos - BR
2366; ; ;;Senhora do Carmo - BR
2367; ; ;;Tres Voltas - BR
2368; ; ;;Alto Boa Vista - BR
2369; ; ;;BOZANO - BR
2370; ; ;;Japeri - BR
2371; ; ;;Monte Castelo - BR
2372; ; ;;Nova Prata Do Iguacu - BR
2373; ; ;;Porto Lucena - BR
2374; ; ;;Vilhena - BR
2375; ; ;;Campo Grande - BR
2376; ; ;;Cunha Pora - BR
2377; ; ;;Frade - BR
2378; ; ;;Itacuruca - BR
2379; ; ;;Rio Espera - BR
2380; ; ;;Sao Miguel Arcanjo - BR
2381; ; ;;Telemaco Borba - BR
2382; ; ;;Afogados da Ingazeira - BR
2383; ; ;;\xc3\x81gua Doce - BR
2384; ; ;;Cachoeira do Brumado - BR
2385; ; ;;Ita\xc3\xbana - BR
2387; ; ;;Mutu\xc3\xadpe - BR
2388; ; ;;Nat\xc3\xa9rcia - BR
2389; ; ;;Quecaba - BR
2390; ; ;;Cafeara - BR
2391; ; ;;Dracena - BR
2392; ; ;;Euclidelandia - BR
2393; ; ;;Itapu\xc3\xad - BR
2394; ; ;;Rancho Alegre - BR
2395; ; ;;Senador Mourao - BR
2396; ; ;;Sobral - BR
2397; ; ;;Barra do Sabi\xc3\xa1 - BR
2398; ; ;;Confresa - BR
2399; ; ;;Conservat\xc3\xb3ria - BR
2400; ; ;;Guaibim - BR
2401; ; ;;Guajiru - BR
2402; ; ;;Limoeiro - BR
2403; ; ;;Novo Hamburgo - BR
2405; ; ;;Sao Joao Batista - BR
2406; ; ;;Tucuma - BR
2407; ; ;;Tuparendi - BR
2408; ; ;;Assis - BR
2409; ; ;;At\xc3\xadlio Viv\xc3\xa1cqua - BR
2410; ; ;;Dores do Indai\xc3\xa1 - BR
2411; ; ;;F\xc3\xa1tima - BR
2412; ; ;;Manten\xc3\xb3polis - BR
2413; ; ;;Maracacum\xc3\xa9 - BR
2414; ; ;;Passa Tempo - BR
2415; ; ;;Pato Bragado - BR
2416; ; ;;Sucesso - BR
2417; ; ;;Bituruna - BR
2418; ; ;;Caxambu do Sul - BR
2419; ; ;;Cruz das Almas - BR
2420; ; ;;Ibicara\xc3\xad - BR
2421; ; ;;Juquia - BR
2422; ; ;;Pirpirituba - BR
2423; ; ;;Quinta do Sol - BR
2424; ; ;;Sao Luiz do Norte - BR
2425; ; ;;Valenca do Piau\xc3\xad - BR
2426; ; ;;Aracatiara - BR
2427; ; ;;Cacique Doble - BR
2428; ; ;;Carandai - BR
2429; ; ;;Indaiatuba - BR
2430; ; ;;Itarar\xc3\xa9 - BR
2431; ; ;;matupa - BR
2432; ; ;;Palmeira - BR
2433; ; ;;Pequi\xc3\xa1 - BR
2434; ; ;;Santa B\xc3\xa1rbara - BR
2435; ; ;;Terra Rica - BR
2436; ; ;;Alto Rio Novo - BR
2437; ; ;;Bastos - BR
2438; ; ;;Boqueirao do Ces\xc3\xa1rio - BR
2439; ; ;;Cardoso Moreira - BR
2440; ; ;;FLEXEIRAS - BR
2441; ; ;;Grosso - BR
2442; ; ;;Itamarandiba - BR
2443; ; ;;M\xc3\xa1rio Campos - BR
2444; ; ;;Ribera do Pombal - BR
2445; ; ;;Sao Joao da Boa Vista - BR
2446; ; ;;Vila Nova - BR
2447; ; ;;Capao Alto - BR
2448; ; ;;Joaquim T\xc3\xa1vora - BR
2449; ; ;;Medeiros Neto - BR
2450; ; ;;PIRATININGA - BR
2451; ; ;;Rio Paranaiba - BR
2452; ; ;;Teresina - BR
2453; ; ;;Xambre - BR
2454; ; ;;Bag\xc3\xa9 - BR
2455; ; ;;Chapada do Norte - BR
2456; ; ;;Iacu - BR
2457; ; ;;Malacacheta - BR
2458; ; ;;PAULISTAS - BR
2459; ; ;;Santo Antonio - BR
2460; ; ;;Trairi - BR
2461; ; ;;Urupes - BR
2462; ; ;;Arraial do Cabo - BR
2463; ; ;;Barra Bonita - BR
2464; ; ;;Guaramirim - BR
2465; ; ;;Ibiti\xc3\xbara de Minas - BR
2466; ; ;;Santa Rita do Sapuca\xc3\xad - BR
2467; ; ;;Sao Bras do Suacui - BR
2468; ; ;;Sao Jos\xc3\xa9 do Calcado - BR
2469; ; ;;Araquari - BR
2470; ; ;;Cambuquira - BR
2471; ; ;;Ilha Solteira - BR
2472; ; ;;JARAMATAIA - BR
2473; ; ;;Laranjeiras - BR
2474; ; ;;Picarras - BR
2475; ; ;;Porto Euclides Da Cunha - BR
2476; ; ;;Santa Helena de Goi\xc3\xa1s - BR
2477; ; ;;Castelo - BR
2478; ; ;;Comodoro - BR
2479; ; ;;Itapina - BR
2480; ; ;;Itaporanga - BR
2481; ; ;;Jacon\xc3\xa9 - BR
2482; ; ;;Jaguapita - BR
2483; ; ;;Registro do Araguaia - BR
2484; ; ;;V\xc3\xa1rzea Alegre - BR
2485; ; ;;Lu\xc3\xads Correia - BR
2486; ; ;;Maranhaozinho - BR
2487; ; ;;Pelotas - BR
2488; ; ;;Pranchita - BR
2489; ; ;;Recife - BR
2491; ; ;;C\xc3\xa1ceres - BR
2493; ; ;;Hercili\xc3\xb3polis - BR
2494; ; ;;Itu - BR
2495; ; ;;Mandaguacu - BR
2496; ; ;;Paudalho - BR
2497; ; ;;Poc\xc3\xb5es - BR
2498; ; ;;Prudent\xc3\xb3polis - BR
2499; ; ;;Santo Antonio do Caiua - BR
2500; ; ;;Barbalha - BR
2501; ; ;;Bemposta - BR
2502; ; ;;Brejo Santo - BR
2503; ; ;;Cajati - BR
